Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body,File Path,Open Finder
ZJND5RTA,journalArticle,2000,"Mellor, D.; Sheffield, J.; O'Connell, P. E.; Metcalfe, A. V.",A stochastic space-time rainfall forecasting system for real time flow forecasting I: Development of MTB conditional rainfall scenario generator,Hydrology and Earth System Sciences,,1607-7938,10.5194/hess-4-603-2000,https://hess.copernicus.org/articles/4/603/2000/,"Abstract. The need for the development of a method for generating an ensemble of rainfall scenarios, which are conditioned on the observed rainfall, and its place in the HYREX programme is discussed. A review of stochastic models for rainfall, and rainfall forecasting techniques, is followed by a justification for the choice of the Modified Turning Bands (MTB) model in this context. This is a stochastic model of rainfall which is continuous over space and time, and which reproduces features of real rainfall fields at four distinct scales: raincells, cluster potential regions, rainbands and the overall outline of a storm at the synoptic scale. The model can be used to produce synthetic data sets, in the same format as data from a radar. An inversion procedure for inferring a construction of the MTB model which generates a given sequence of radar images is described. This procedure is used to generate an ensemble of future rainfall scenarios which are consistent with a currently observed storm. The combination of deterministic modelling at the large scales and stochastic modelling at smaller scales, within the MTB model, makes the system particularly suitable for short-term forecasts. As the lead time increases, so too does the variability across the set of generated scenarios. Keywords: MTB model, space-time rainfall field model, rainfall radar, HYREX, real-time flow forecasting",2000-12-31,2023-03-16 17:52:31,2023-04-06 23:24:50,2023-04-06 23:01:30,603-615,,4,4,,Hydrol. Earth Syst. Sci.,A stochastic space-time rainfall forecasting system for real time flow forecasting I,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\K4SXH6RX\Mellor et al. - 2000 - A stochastic space-time rainfall forecasting syste.pdf; ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034444018&doi=10.5194%2fhess-4-603-2000&partnerID=40&md5=caffad9b18f2f5032dcb3dbdeda3076f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoke-Item 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\K4SXH6RX\Mellor et al. - 2000 - A stochastic space-time rainfall forecasting syste.pdf';,Start-Process foxitpdfreader 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\K4SXH6RX\Mellor et al. - 2000 - A stochastic space-time rainfall forecasting syste.pdf';
LITYSVRM,journalArticle,2017,"Miguez, Marcelo G; Veról, Aline P",A catchment scale Integrated Flood Resilience Index to support decision making in urban flood control design,Environment and Planning B: Urban Analytics and City Science,,"2399-8083, 2399-8091",10.1177/0265813516655799,http://journals.sagepub.com/doi/10.1177/0265813516655799,"Urban floods are becoming a great concern of growing cities. Urban growth pressed by poverty and social drivers, together with possible climate change, may pose difficult challenges and increasing risk to safety and urban livability. In the face of this growing risk, urban drainage management is being pressed to move towards a flood risk management approach and that builds city resilience, or the capacity to continue functioning even in future hazardous conditions. In this context, this study proposes the development of an integrated Flood Resilience Index, departing from mathematical modelling tools and flood risk concepts. The Flood Resilience Index was built to support decision-making process in choosing design alternatives that improve flood control responses in future scenarios that surpass design standards. This way, flood control design decisions would be made under a quantitative assessment of the performance of a design alternative on potential flooding events in the long term. Flood Resilience Index was successfully tested in a watershed in the metropolitan region of Rio de Janeiro/Brazil where there is uncontrolled urban growth. It identified the best alternative to be a combined approach including sustainable urban drainage measures with river restoration techniques. When looking to the city centre area, this alternative scored a Flood Resilience Index of 47 over 100 against a conservative alternative of a dam, which only scored 20.",2017-09,2023-03-16 17:52:31,2023-04-06 23:24:53,2023-04-06 23:01:26,925-946,,5,44,,Environment and Planning B: Urban Analytics and City Science,,,,,,,,en,,,,,DOI.org (Crossref),,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029433084&doi=10.1177%2f0265813516655799&partnerID=40&md5=f55f3879b3e4c22ca72e79a6e7ba5858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23WRB9PE,journalArticle,2009,"Mimi, Ziad","Spatial analysis of urban stormwater quality: Ramallah district as a case study, Palestine",Water and Environment Journal,,"17476585, 17476593",10.1111/j.1747-6593.2008.00118.x,https://onlinelibrary.wiley.com/doi/10.1111/j.1747-6593.2008.00118.x,,2009-06,2023-03-16 17:52:31,2023-04-06 23:24:55,2023-04-06 23:01:29,128-133,,2,23,,,Spatial analysis of urban stormwater quality,,,,,,,en,,,,,DOI.org (Crossref),,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-66549093100&doi=10.1111%2fj.1747-6593.2008.00118.x&partnerID=40&md5=a227c419c64eb920004ab22ccb2ab5ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MM85EG9T,journalArticle,2019,"Mizukami, Naoki; Rakovec, Oldrich; Newman, Andrew J.; Clark, Martyn P.; Wood, Andrew W.; Gupta, Hoshin V.; Kumar, Rohini",On the choice of calibration metrics for “high-flow” estimation using hydrologic models,Hydrology and Earth System Sciences,,1607-7938,10.5194/hess-23-2601-2019,https://hess.copernicus.org/articles/23/2601/2019/,"Abstract. Calibration is an essential step for improving the accuracy of simulations generated using hydrologic models. A key modeling decision is selecting the performance metric to be optimized. It has been common to use squared error performance metrics, or normalized variants such as Nash–Sutcliffe efficiency (NSE), based on the idea that their squared-error nature will emphasize the estimates of high flows. However, we conclude that NSE-based model calibrations actually result in poor reproduction of high-flow events, such as the annual peak flows that are used for flood frequency estimation. Using three different types of performance metrics, we calibrate two hydrological models at a daily step, the Variable Infiltration Capacity (VIC) model and the mesoscale Hydrologic Model (mHM), and evaluate their ability to simulate high-flow events for 492 basins throughout the contiguous United States. The metrics investigated are (1) NSE, (2) Kling–Gupta efficiency (KGE) and its variants, and (3) annual peak flow bias (APFB), where the latter is an application-specific metric that focuses on annual peak flows. As expected, the APFB metric produces the best annual peak flow estimates; however, performance on other high-flow-related metrics is poor. In contrast, the use of NSE results in annual peak flow estimates that are more than 20 % worse, primarily due to the tendency of NSE to underestimate observed flow variability. On the other hand, the use of KGE results in annual peak flow estimates that are better than from NSE, owing to improved flow time series metrics (mean and variance), with only a slight degradation in performance with respect to other related metrics, particularly when a non-standard weighting of the components of KGE is used. Stochastically generated ensemble simulations based on model residuals show the ability to improve the high-flow metrics, regardless of the deterministic performances. However, we emphasize that improving the fidelity of streamflow dynamics from deterministically calibrated models is still important, as it may improve high-flow metrics (for the right reasons). Overall, this work highlights the need for a deeper understanding of performance metric behavior and design in relation to the desired goals of model calibration.",2019-06-17,2023-03-16 17:52:31,2023-04-06 23:24:57,2023-04-06 23:01:26,2601-2614,,6,23,,Hydrol. Earth Syst. Sci.,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\ZAU694QI\Mizukami et al. - 2019 - On the choice of calibration metrics for “high-flo.pdf; ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067447861&doi=10.5194%2fhess-23-2601-2019&partnerID=40&md5=9225d5817730bd2394973b86a2c3dd02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoke-Item 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\ZAU694QI\Mizukami et al. - 2019 - On the choice of calibration metrics for “high-flo.pdf';,Start-Process foxitpdfreader 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\ZAU694QI\Mizukami et al. - 2019 - On the choice of calibration metrics for “high-flo.pdf';
7FBN6K8P,journalArticle,2020,"Moges, Edom; Demissie, Yonas; Larsen, Laurel; Yassin, Fuad",Review: Sources of Hydrological Model Uncertainties and Advances in Their Analysis,Water,,2073-4441,10.3390/w13010028,https://www.mdpi.com/2073-4441/13/1/28,"Despite progresses in representing different processes, hydrological models remain uncertain. Their uncertainty stems from input and calibration data, model structure, and parameters. In characterizing these sources, their causes, interactions and different uncertainty analysis (UA) methods are reviewed. The commonly used UA methods are categorized into six broad classes: (i) Monte Carlo analysis, (ii) Bayesian statistics, (iii) multi-objective analysis, (iv) least-squares-based inverse modeling, (v) response-surface-based techniques, and (vi) multi-modeling analysis. For each source of uncertainty, the status-quo and applications of these methods are critiqued in gauged catchments where UA is common and in ungauged catchments where both UA and its review are lacking. Compared to parameter uncertainty, UA application for structural uncertainty is limited while input and calibration data uncertainties are mostly unaccounted. Further research is needed to improve the computational efficiency of UA, disentangle and propagate the different sources of uncertainty, improve UA applications to environmental changes and coupled human–natural-hydrologic systems, and ease UA’s applications for practitioners.",2020-12-25,2023-03-16 17:52:31,2023-04-06 23:24:59,2023-04-06 23:01:30,28,,1,13,,Water,Review,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\WCR68LJX\Moges et al. - 2020 - Review Sources of Hydrological Model Uncertaintie.pdf; ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098623284&doi=10.3390%2fw13010028&partnerID=40&md5=af0612b845624e4784b34e5e6945f0b8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoke-Item 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\WCR68LJX\Moges et al. - 2020 - Review Sources of Hydrological Model Uncertaintie.pdf';,Start-Process foxitpdfreader 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\WCR68LJX\Moges et al. - 2020 - Review Sources of Hydrological Model Uncertaintie.pdf';
5WRRCHBB,journalArticle,2005,"Molini, A.; Lanza, L. G.; La Barbera, P.",The impact of tipping-bucket raingauge measurement errors on design rainfall for urban-scale applications,Hydrological Processes,,"0885-6087, 1099-1085",10.1002/hyp.5646,https://onlinelibrary.wiley.com/doi/10.1002/hyp.5646,,2005-03-30,2023-03-16 17:52:31,2023-04-06 23:25:11,2023-04-06 23:01:26,1073-1088,,5,19,,Hydrol. Process.,,,,,,,,en,,,,,DOI.org (Crossref),,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-15744379977&doi=10.1002%2fhyp.5646&partnerID=40&md5=616dcc8ee4a7704694bbc33b42772fbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZLTNRNVE,journalArticle,2019,"Mondal, Arpita; Daniel, Denzil",Return Levels under Nonstationarity: The Need to Update Infrastructure Design Strategies,Journal of Hydrologic Engineering,,"1084-0699, 1943-5584",10.1061/(ASCE)HE.1943-5584.0001738,https://ascelibrary.org/doi/10.1061/%28ASCE%29HE.1943-5584.0001738,,2019-01,2023-03-16 17:52:31,2023-04-06 23:25:13,2023-04-06 23:01:27,04018060,,1,24,,J. Hydrol. Eng.,Return Levels under Nonstationarity,,,,,,,en,,,,,DOI.org (Crossref),,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055944954&doi=10.1061%2f%28ASCE%29HE.1943-5584.0001738&partnerID=40&md5=d66abf6410de64de8b75d6fc8d084330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QZP34RT9,journalArticle,1981,"Moore, R. J.; Clarke, R. T.",A distribution function approach to rainfall runoff modeling,Water Resources Research,,00431397,10.1029/WR017i005p01367,http://doi.wiley.com/10.1029/WR017i005p01367,,1981-10,2023-03-16 17:52:31,2023-04-06 23:25:15,2023-04-06 23:01:31,1367-1382,,5,17,,Water Resour. Res.,,,,,,,,en,,,,,DOI.org (Crossref),,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0019727656&doi=10.1029%2fWR017i005p01367&partnerID=40&md5=04dedb815bbfde4e4a09998e5be30883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7IV74S5T,journalArticle,2008,"Moradkhani, Hamid; Sorooshian, Soroosh","General review of rainfall-runoff modeling: model calibration, data assimilation, and uncertainty analysis",Hydrological modelling and the water cycle: Coupling the atmospheric and hydrological models,,,,,,2008,2023-03-16 17:52:31,2023-03-16 17:52:31,,1-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RTSDELQP,journalArticle,2006,"Morin, Efrat; Goodrich, David C.; Maddox, Robert A.; Gao, Xiaogang; Gupta, Hoshin V.; Sorooshian, Soroosh",Spatial patterns in thunderstorm rainfall events and their coupling with watershed hydrological response,Advances in Water Resources,,03091708,10.1016/j.advwatres.2005.07.014,https://linkinghub.elsevier.com/retrieve/pii/S0309170805001971,,2006-06,2023-03-16 17:52:31,2023-04-06 23:25:16,2023-04-06 23:01:27,843-860,,6,29,,Advances in Water Resources,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\9UWPQ8HG\Morin et al. - 2006 - Spatial patterns in thunderstorm rainfall events a.pdf; ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33645878604&doi=10.1016%2fj.advwatres.2005.07.014&partnerID=40&md5=ea8b6a5e8912d5ac59476d8c0bc6c55e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoke-Item 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\9UWPQ8HG\Morin et al. - 2006 - Spatial patterns in thunderstorm rainfall events a.pdf';,Start-Process foxitpdfreader 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\9UWPQ8HG\Morin et al. - 2006 - Spatial patterns in thunderstorm rainfall events a.pdf';
7GCE852H,journalArticle,2017,"Mugume, Seith N.; Butler, David",Evaluation of functional resilience in urban drainage and flood management systems using a global analysis approach,Urban Water Journal,,"1573-062X, 1744-9006",10.1080/1573062X.2016.1253754,https://www.tandfonline.com/doi/full/10.1080/1573062X.2016.1253754,,2017-08-09,2023-03-16 17:52:32,2023-04-06 23:25:18,2023-04-06 23:01:31,727-736,,7,14,,Urban Water Journal,,,,,,,,en,,,,,DOI.org (Crossref),,,,; C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\7LVW9BBG\Mugume and Butler - 2017 - Evaluation of functional resilience in urban drain.pdf,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007162560&doi=10.1080%2f1573062X.2016.1253754&partnerID=40&md5=08800b8c7c2b34d3a2baf3d05fba454d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoke-Item 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\7LVW9BBG\Mugume and Butler - 2017 - Evaluation of functional resilience in urban drain.pdf';,Start-Process foxitpdfreader 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\7LVW9BBG\Mugume and Butler - 2017 - Evaluation of functional resilience in urban drain.pdf';
Q2N94K6I,journalArticle,2015,"Mugume, Seith N.; Diao, Kegong; Astaraie-Imani, Maryam; Fu, Guangtao; Farmani, Raziyeh; Butler, David",Enhancing resilience in urban water systems for future cities,Water Supply,,"1606-9749, 1607-0798",10.2166/ws.2015.098,https://iwaponline.com/ws/article/15/6/1343/28087/Enhancing-resilience-in-urban-water-systems-for,"In future cities, urban water systems (UWSs) should be designed not only for safe provision of services but should also be resilient to emerging or unexpected threats that lead to catastrophic system failure impacts and consequences. Resilience can potentially be built into UWSs by implementing a range of strategies, for example by embedding redundancy and flexibility in system design, or by rehabilitation to increase their ability to maintain acceptable customer service levels during unexpected system failures. In this work, a new resilience analysis is carried out to investigate the performance of a water distribution system (WDS) and an urban drainage system (UDS) during pipe failure scenarios. Using simplified synthetic networks, the effect of implementing adaptation (resilient design) strategies on minimising the loss of system functionality and cost of UWSs is investigated. Study results for the WDS case study show that the design strategy in which flexibility is enhanced ensures that all customers are served during single pipe failure scenarios. The results of the UDS case study indicate that the design strategy incorporating upstream distributed storage tanks minimises flood volume and mean duration of nodal flooding by 50.1% and 46.7%, respectively, even when system functionality is significantly degraded. When costs associated with failure are considered, resilient design strategies could prove to be more cost-effective over the design life of UWSs.",2015-12-01,2023-03-16 17:52:32,2023-04-06 23:25:20,2023-04-06 23:01:28,1343-1352,,6,15,,,,,,,,,,en,,,,,DOI.org (Crossref),,,,; C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\QSVPHSIW\Mugume et al. - 2015 - Enhancing resilience in urban water systems for fu.pdf,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960871452&doi=10.2166%2fws.2015.098&partnerID=40&md5=1edd8f4ad9425395dc2131f86fe72fff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoke-Item 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\QSVPHSIW\Mugume et al. - 2015 - Enhancing resilience in urban water systems for fu.pdf';,Start-Process foxitpdfreader 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\QSVPHSIW\Mugume et al. - 2015 - Enhancing resilience in urban water systems for fu.pdf';
QIUK6NG3,journalArticle,2015,"Mugume, Seith N.; Gomez, Diego E.; Fu, Guangtao; Farmani, Raziyeh; Butler, David",A global analysis approach for investigating structural resilience in urban drainage systems,Water Research,,00431354,10.1016/j.watres.2015.05.030,https://linkinghub.elsevier.com/retrieve/pii/S0043135415300142,,2015-09,2023-03-16 17:52:32,2023-04-06 23:25:22,2023-04-06 23:01:28,15-26,,,81,,Water Research,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\Y5XGVG3G\Mugume et al. - 2015 - A global analysis approach for investigating struc.pdf; ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930196495&doi=10.1016%2fj.watres.2015.05.030&partnerID=40&md5=5c3cc742a1b7be79bab5a3dec2315fae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoke-Item 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\Y5XGVG3G\Mugume et al. - 2015 - A global analysis approach for investigating struc.pdf';,Start-Process foxitpdfreader 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\Y5XGVG3G\Mugume et al. - 2015 - A global analysis approach for investigating struc.pdf';
